Year,Country,Region,Scenario,CO2_Emissions_mt,Temp_Anomaly_C,Renewable_Energy_%,Extreme_Events,Climate_Policy_Index,GDP_Billion,Population_Million,Sea_Level_mm,Methane_ppb
2032,France,Europe,Historical,599.87,1.7,33.04,21,46.77,940.68,230.19,229.59,1584.78
2032,France,Europe,Current (2020-2026),635.54,1.729,33.38,24,48.88,486.45,232.43,240.9,1556.83
2032,France,Europe,BAU,728.05,2.232,22.28,29,32.71,502.52,212.5,274.04,1644.73
2032,France,Europe,Green,428.3,1.247,39.16,18,57.23,480.9,147.18,162.06,1422.8
2033,France,Europe,Historical,619.02,1.657,35.0,24,42.5,617.19,203.44,229.13,1574.84
2033,France,Europe,Current (2020-2026),622.99,1.837,29.7,26,44.58,1053.99,125.52,249.64,1574.68
2033,France,Europe,BAU,713.37,2.209,21.52,26,36.49,420.27,117.96,277.56,1647.31
2033,France,Europe,Green,428.44,1.029,40.55,17,62.16,670.0,73.86,168.32,1415.83
2034,France,Europe,Historical,604.64,1.553,32.2,24,53.0,582.81,198.93,243.24,1565.94
2034,France,Europe,Current (2020-2026),645.6,1.558,29.44,20,56.71,672.1,152.76,245.38,1626.52
2034,France,Europe,BAU,744.04,2.247,26.61,30,38.13,603.69,192.26,284.3,1694.74
2034,France,Europe,Green,424.01,1.028,43.07,18,66.57,1152.59,142.8,169.87,1429.17
2035,France,Europe,Historical,612.79,1.619,35.98,22,41.66,1109.91,152.29,235.98,1545.84
2035,France,Europe,Current (2020-2026),670.2,1.83,29.14,25,36.27,502.68,222.01,253.74,1614.66
2035,France,Europe,BAU,726.29,2.078,28.6,28,25.7,429.68,213.0,288.89,1693.27
2035,France,Europe,Green,416.13,1.264,37.47,15,66.94,656.75,139.26,169.87,1425.6
2036,France,Europe,Historical,624.6,1.782,33.1,23,48.61,909.27,101.71,237.71,1604.95
2036,France,Europe,Current (2020-2026),683.58,1.766,33.05,25,51.16,1144.44,113.28,256.88,1594.91
2036,France,Europe,BAU,764.94,2.159,25.74,28,36.48,457.08,210.23,285.53,1669.01
2036,France,Europe,Green,436.11,1.054,44.67,17,61.48,1039.81,119.59,164.96,1452.48
2037,France,Europe,Historical,632.55,1.667,36.21,18,55.64,1081.97,102.74,249.02,1568.22
2037,France,Europe,Current (2020-2026),695.16,1.873,25.66,24,52.72,688.38,186.8,251.43,1597.64
2037,France,Europe,BAU,750.53,2.063,22.87,28,36.36,728.46,82.35,290.66,1661.27
2037,France,Europe,Green,433.94,1.253,44.18,16,66.73,1137.72,161.14,168.32,1425.1
2038,France,Europe,Historical,620.23,1.764,34.08,22,57.45,799.86,226.81,241.1,1607.12
2038,France,Europe,Current (2020-2026),631.4,1.781,27.64,30,46.6,473.61,229.85,262.73,1588.54
2038,France,Europe,BAU,760.54,2.17,35.95,28,38.2,936.7,96.06,295.75,1686.93
2038,France,Europe,Green,448.01,1.097,44.91,18,76.12,589.99,97.19,164.77,1453.42
2039,France,Europe,Historical,637.14,1.716,38.15,23,50.73,587.5,249.21,252.57,1609.15
2039,France,Europe,Current (2020-2026),657.68,1.939,28.61,24,45.4,1213.54,148.37,262.78,1625.44
2039,France,Europe,BAU,751.93,2.116,29.15,29,39.57,1073.44,113.5,306.89,1701.85
2039,France,Europe,Green,432.19,1.034,47.5,17,61.71,530.06,209.64,175.43,1500.26
2040,France,Europe,Historical,643.67,1.838,34.24,22,59.12,1001.0,158.76,246.97,1593.25
2040,France,Europe,Current (2020-2026),672.02,2.022,31.59,26,47.72,1004.63,194.89,262.75,1651.85
2040,France,Europe,BAU,775.1,2.216,36.85,34,42.29,981.8,115.17,301.47,1707.78
2040,France,Europe,Green,461.94,1.123,44.7,16,72.2,800.03,74.31,183.73,1437.71
1940,Japan,Asia,Historical,153.25,-0.297,8.05,1,10.0,153.67,15.2,-2.62,1135.9
1940,Japan,Asia,Current (2020-2026),164.92,-0.173,2.0,4,10.0,153.67,15.2,-0.65,1066.17
1940,Japan,Asia,BAU,182.49,-0.353,2.0,1,10.0,153.67,15.2,-1.13,1125.65
1940,Japan,Asia,Green,113.4,-0.004,5.6,1,10.0,153.67,15.2,1.42,1050.92
1941,Japan,Asia,Historical,169.88,-0.069,2.0,1,10.0,158.86,16.53,-1.35,1105.19
1941,Japan,Asia,Current (2020-2026),169.97,-0.319,2.02,1,10.0,158.87,16.74,-2.67,1093.51
1941,Japan,Asia,BAU,189.64,-0.311,2.0,1,10.0,160.76,16.79,2.93,1068.09
1941,Japan,Asia,Green,98.95,-0.187,2.0,1,10.0,162.86,17.05,2.18,1109.84
1942,Japan,Asia,Historical,166.75,-0.164,2.0,2,10.0,163.47,18.99,11.88,1126.84
1942,Japan,Asia,Current (2020-2026),180.03,-0.109,2.0,1,10.0,169.94,15.47,2.75,1130.09
1942,Japan,Asia,BAU,200.25,-0.005,4.81,2,10.0,166.43,16.06,10.18,1088.35
1942,Japan,Asia,Green,90.15,-0.183,4.19,1,10.0,162.26,17.26,1.08,1096.39
1943,Japan,Asia,Historical,184.84,-0.141,6.07,1,10.0,169.18,20.96,3.78,1083.49
1943,Japan,Asia,Current (2020-2026),190.0,-0.187,2.0,1,10.0,179.74,16.73,8.59,1131.17
1943,Japan,Asia,BAU,194.96,-0.073,2.0,1,10.0,159.83,18.49,15.7,1122.21
1943,Japan,Asia,Green,116.86,-0.275,6.45,1,10.0,162.0,20.35,5.13,1109.52
1944,Japan,Asia,Historical,175.51,-0.127,2.0,2,10.0,182.09,22.9,1.19,1102.56
1944,Japan,Asia,Current (2020-2026),153.29,-0.1,2.0,1,10.0,171.8,17.8,10.9,1129.83
1944,Japan,Asia,BAU,183.52,-0.193,2.0,1,10.0,186.14,22.72,21.14,1127.69
1944,Japan,Asia,Green,109.57,-0.161,4.85,1,10.0,170.38,16.7,6.94,1126.54
1945,Japan,Asia,Historical,166.19,-0.207,6.85,1,10.0,170.83,19.07,5.83,1117.11
1945,Japan,Asia,Current (2020-2026),176.3,-0.041,2.0,1,10.0,189.33,16.06,8.57,1118.07
1945,Japan,Asia,BAU,180.85,-0.138,2.0,1,10.0,179.84,17.37,11.58,1145.59
1945,Japan,Asia,Green,117.36,-0.224,2.0,3,10.0,195.28,22.24,16.46,1090.43
1946,Japan,Asia,Historical,187.44,-0.22,5.1,1,10.0,184.23,19.13,15.4,1133.62
1946,Japan,Asia,Current (2020-2026),202.18,-0.042,2.0,1,10.0,174.13,25.33,15.91,1123.94
1946,Japan,Asia,BAU,229.27,0.013,2.0,2,10.0,207.62,16.75,12.64,1147.25
1946,Japan,Asia,Green,102.34,-0.123,2.76,2,10.0,166.25,26.83,19.23,1132.46
1947,Japan,Asia,Historical,172.52,-0.001,7.69,3,10.0,187.1,17.22,21.29,1164.33
1947,Japan,Asia,Current (2020-2026),191.09,-0.014,5.84,2,10.0,199.57,25.53,21.31,1137.87
1947,Japan,Asia,BAU,235.78,0.079,2.0,4,10.0,200.4,18.83,11.01,1162.21
1947,Japan,Asia,Green,132.32,-0.041,10.95,2,10.0,209.92,22.28,5.9,1149.26
1948,Japan,Asia,Historical,162.65,-0.038,2.0,4,10.0,218.95,16.5,20.31,1120.5
1948,Japan,Asia,Current (2020-2026),185.36,0.165,2.0,1,10.0,193.2,18.16,26.94,1148.85
1948,Japan,Asia,BAU,213.5,-0.13,2.0,2,10.0,175.08,19.47,25.2,1169.54
1948,Japan,Asia,Green,90.07,-0.16,2.96,2,10.0,170.98,21.12,11.37,1120.72
1949,Japan,Asia,Historical,158.23,-0.022,5.13,1,10.0,180.2,17.51,24.07,1154.94
1949,Japan,Asia,Current (2020-2026),190.99,-0.204,2.0,5,10.0,197.44,22.96,20.55,1163.48
1949,Japan,Asia,BAU,215.97,0.131,2.76,2,10.0,194.21,33.14,33.08,1147.07
1949,Japan,Asia,Green,116.47,-0.008,7.13,2,10.0,205.41,25.04,19.52,1140.88
1950,Japan,Asia,Historical,183.9,0.045,4.22,3,10.0,185.99,33.48,29.13,1149.5
1950,Japan,Asia,Current (2020-2026),189.61,-0.009,2.09,6,10.0,234.99,30.8,23.6,1158.42
1950,Japan,Asia,BAU,211.4,0.166,6.74,5,10.0,250.14,32.29,24.46,1163.31
1950,Japan,Asia,Green,82.63,-0.184,3.08,6,10.0,251.04,32.83,19.4,1149.0
1951,Japan,Asia,Historical,177.87,0.016,7.54,2,10.0,202.11,23.35,31.49,1122.5
1951,Japan,Asia,Current (2020-2026),189.56,0.088,6.14,2,10.0,252.08,23.69,27.56,1181.49
1951,Japan,Asia,BAU,230.24,0.019,2.0,2,10.0,205.13,32.75,26.01,1151.13
1951,Japan,Asia,Green,130.43,0.084,7.34,1,10.0,176.99,29.5,29.68,1155.58
1952,Japan,Asia,Historical,188.83,-0.067,2.0,5,10.0,179.78,36.38,31.38,1165.21
1952,Japan,Asia,Current (2020-2026),190.63,-0.059,5.12,1,10.0,186.24,26.05,29.18,1162.6
1952,Japan,Asia,BAU,222.15,-0.003,4.25,5,10.0,202.05,30.03,32.86,1174.12
1952,Japan,Asia,Green,91.02,-0.029,3.98,2,10.0,239.78,17.62,25.94,1152.75
1953,Japan,Asia,Historical,166.15,-0.016,6.11,1,10.0,250.15,32.76,33.5,1166.21
1953,Japan,Asia,Current (2020-2026),179.43,0.022,10.2,2,10.0,186.66,33.09,31.44,1140.59
1953,Japan,Asia,BAU,223.84,0.224,7.93,3,10.0,195.79,39.95,33.33,1171.77
1953,Japan,Asia,Green,137.67,-0.142,6.24,5,10.0,213.94,34.08,24.47,1122.59
1954,Japan,Asia,Historical,152.96,0.1,2.89,3,10.0,185.32,29.84,24.36,1131.68
1954,Japan,Asia,Current (2020-2026),193.08,-0.018,6.06,3,10.0,258.63,17.19,27.58,1181.85
1954,Japan,Asia,BAU,252.91,0.116,2.86,6,10.0,274.44,38.21,46.11,1138.16
1954,Japan,Asia,Green,123.48,-0.028,10.18,1,10.0,254.08,40.27,25.34,1171.18
1955,Japan,Asia,Historical,185.03,0.126,2.0,4,10.0,293.1,17.71,36.29,1196.57
1955,Japan,Asia,Current (2020-2026),196.2,0.093,4.15,3,10.0,235.1,37.16,43.3,1158.38
1955,Japan,Asia,BAU,234.38,0.215,4.28,4,10.0,284.97,19.11,43.87,1186.46
1955,Japan,Asia,Green,118.11,0.068,2.94,2,10.0,253.24,28.83,34.0,1141.08
1956,Japan,Asia,Historical,211.29,0.22,7.01,3,10.0,220.4,34.88,43.99,1220.66
1956,Japan,Asia,Current (2020-2026),176.93,0.376,6.85,8,10.0,225.54,36.03,45.96,1188.78
1956,Japan,Asia,BAU,219.41,0.262,2.0,4,10.0,226.55,18.9,47.21,1182.68
1956,Japan,Asia,Green,115.69,0.019,8.82,3,10.0,231.29,39.0,33.94,1162.59
1957,Japan,Asia,Historical,201.01,0.24,7.65,6,10.0,216.72,36.12,47.87,1136.68
1957,Japan,Asia,Current (2020-2026),197.57,0.144,3.62,4,10.0,297.2,26.21,44.79,1190.0
1957,Japan,Asia,BAU,240.71,0.395,4.6,6,10.0,240.23,47.94,50.77,1199.94
1957,Japan,Asia,Green,130.45,-0.011,12.82,1,10.0,307.56,34.57,35.96,1135.61
1958,Japan,Asia,Historical,231.83,0.271,4.25,4,10.0,251.41,25.0,54.27,1205.69
1958,Japan,Asia,Current (2020-2026),196.16,0.11,5.83,9,10.0,210.36,31.84,49.18,1212.17
1958,Japan,Asia,BAU,249.17,0.171,3.24,1,10.0,269.08,22.36,64.37,1234.2
1958,Japan,Asia,Green,119.26,0.042,8.32,6,10.0,209.11,36.85,31.0,1170.73
1959,Japan,Asia,Historical,197.06,0.193,7.98,6,10.0,292.78,33.26,46.04,1197.75
1959,Japan,Asia,Current (2020-2026),191.55,0.173,3.52,3,10.0,270.81,17.68,42.71,1227.84
1959,Japan,Asia,BAU,247.76,0.182,3.73,5,10.0,285.47,21.96,58.48,1211.62
1959,Japan,Asia,Green,153.4,0.129,7.69,4,10.0,255.11,46.08,32.24,1157.12
1960,Japan,Asia,Historical,236.62,0.127,8.46,5,10.0,289.66,19.04,55.57,1244.06
1960,Japan,Asia,Current (2020-2026),224.51,0.124,7.52,6,10.0,299.51,20.15,50.22,1158.37
1960,Japan,Asia,BAU,242.58,0.198,2.37,6,10.0,282.02,39.7,59.78,1231.83
1960,Japan,Asia,Green,143.19,0.261,8.91,1,10.0,353.66,51.17,44.78,1188.15
1961,Japan,Asia,Historical,167.63,0.362,14.37,5,10.0,251.15,52.5,61.16,1208.16
1961,Japan,Asia,Current (2020-2026),233.09,0.05,2.0,4,10.0,242.5,41.41,48.42,1198.3
1961,Japan,Asia,BAU,263.58,0.312,7.69,4,10.0,296.39,38.03,66.63,1240.53
1961,Japan,Asia,Green,174.22,0.191,12.11,2,10.0,221.0,31.55,32.27,1198.13
1962,Japan,Asia,Historical,227.19,0.302,9.58,5,10.0,232.74,56.64,57.96,1197.95
1962,Japan,Asia,Current (2020-2026),214.56,0.133,8.95,4,10.0,307.5,57.44,54.72,1233.81
1962,Japan,Asia,BAU,258.27,0.207,4.85,6,10.0,268.51,30.99,60.27,1249.58
1962,Japan,Asia,Green,141.85,0.145,15.91,6,10.0,334.08,30.23,40.2,1162.55
1963,Japan,Asia,Historical,198.28,0.25,5.91,3,10.0,324.87,25.0,57.15,1215.03
1963,Japan,Asia,Current (2020-2026),226.55,0.388,3.34,5,10.0,347.89,46.28,52.66,1218.26
1963,Japan,Asia,BAU,233.24,0.467,5.13,6,10.0,337.44,52.86,71.72,1230.54
1963,Japan,Asia,Green,139.64,0.286,2.13,1,10.0,220.82,28.95,41.0,1204.51
1964,Japan,Asia,Historical,226.17,0.325,5.16,4,10.0,362.84,52.43,60.54,1223.32
1964,Japan,Asia,Current (2020-2026),219.29,0.462,5.52,2,10.0,351.73,34.62,64.24,1219.22
1964,Japan,Asia,BAU,272.43,0.271,6.56,7,10.0,231.62,57.68,73.33,1227.0
1964,Japan,Asia,Green,163.81,0.188,12.0,5,10.0,232.65,26.29,53.13,1210.52
1965,Japan,Asia,Historical,229.26,0.295,5.94,5,10.0,373.99,46.03,63.93,1220.76
1965,Japan,Asia,Current (2020-2026),239.77,0.432,15.69,9,10.0,253.43,52.6,67.09,1276.2
1965,Japan,Asia,BAU,250.5,0.451,8.01,5,10.0,265.01,64.48,77.06,1264.79
1965,Japan,Asia,Green,144.92,0.07,7.1,4,10.0,328.77,19.04,34.97,1167.35
1966,Japan,Asia,Historical,218.66,0.314,8.65,7,10.0,227.86,32.11,68.54,1192.7
1966,Japan,Asia,Current (2020-2026),240.36,0.319,9.07,7,10.0,205.93,17.85,67.95,1214.35
1966,Japan,Asia,BAU,258.56,0.424,3.91,9,10.0,250.2,58.23,80.62,1276.61
1966,Japan,Asia,Green,145.96,0.109,8.23,4,10.0,285.04,18.09,41.54,1189.69
1967,Japan,Asia,Historical,243.03,0.338,12.24,7,10.0,213.1,20.44,65.48,1234.47
1967,Japan,Asia,Current (2020-2026),224.88,0.311,8.74,5,10.0,271.74,50.77,65.68,1267.22
1967,Japan,Asia,BAU,289.66,0.409,4.06,8,10.0,418.71,54.05,76.47,1295.49
1967,Japan,Asia,Green,164.57,0.139,10.25,7,10.0,328.12,48.81,51.44,1175.4
1968,Japan,Asia,Historical,222.02,0.368,9.88,7,10.0,235.49,42.64,69.22,1256.01
1968,Japan,Asia,Current (2020-2026),250.31,0.41,10.77,3,10.0,342.47,55.0,65.39,1256.4
1968,Japan,Asia,BAU,240.67,0.389,12.81,8,10.0,417.12,29.4,77.72,1244.94
1968,Japan,Asia,Green,179.99,0.033,7.81,8,10.0,318.21,26.38,45.58,1199.95
1969,Japan,Asia,Historical,224.65,0.292,7.87,8,10.0,348.61,65.55,73.74,1248.58
1969,Japan,Asia,Current (2020-2026),230.07,0.397,7.5,7,10.0,397.14,62.31,70.59,1262.71
1969,Japan,Asia,BAU,277.86,0.456,9.78,6,10.0,288.8,63.48,88.18,1272.78
1969,Japan,Asia,Green,152.79,0.223,11.59,3,10.0,324.83,58.45,53.19,1202.13
1970,Japan,Asia,Historical,231.57,0.369,12.81,7,10.0,385.41,34.96,73.83,1241.06
1970,Japan,Asia,Current (2020-2026),247.2,0.577,14.19,7,10.0,293.65,64.37,85.18,1269.07
1970,Japan,Asia,BAU,263.67,0.666,11.27,7,10.0,428.86,46.55,94.48,1281.84
1970,Japan,Asia,Green,184.82,0.222,14.0,4,10.0,413.94,72.03,53.29,1148.11
1971,Japan,Asia,Historical,254.9,0.469,10.7,6,10.0,452.33,65.31,86.22,1264.38
1971,Japan,Asia,Current (2020-2026),240.38,0.472,7.1,8,10.0,324.63,38.25,87.17,1257.59
1971,Japan,Asia,BAU,305.44,0.298,6.01,8,10.0,344.77,36.78,89.29,1301.94
1971,Japan,Asia,Green,162.32,0.187,10.57,3,10.0,356.27,73.9,59.35,1241.57
1972,Japan,Asia,Historical,213.25,0.529,10.35,9,10.0,313.98,46.97,71.9,1254.45
1972,Japan,Asia,Current (2020-2026),243.54,0.404,14.18,5,10.0,393.13,36.79,89.66,1275.2
1972,Japan,Asia,BAU,266.51,0.599,9.56,7,10.0,351.25,21.0,94.28,1305.55
1972,Japan,Asia,Green,174.23,0.426,21.39,6,10.0,453.77,75.76,58.18,1216.8
1973,Japan,Asia,Historical,244.17,0.443,12.84,5,10.0,420.99,69.12,75.08,1293.42
1973,Japan,Asia,Current (2020-2026),236.86,0.407,14.29,6,10.0,455.18,75.52,87.67,1272.32
1973,Japan,Asia,BAU,295.68,0.608,10.87,9,10.0,270.15,50.34,98.67,1313.13
1973,Japan,Asia,Green,177.34,0.367,16.7,3,10.0,435.03,20.92,61.9,1216.07
1974,Japan,Asia,Historical,245.48,0.497,12.67,9,10.0,429.1,71.12,75.47,1244.11
1974,Japan,Asia,Current (2020-2026),267.62,0.397,14.66,3,10.0,400.42,20.69,89.91,1263.26
1974,Japan,Asia,BAU,280.39,0.681,11.76,12,10.0,434.48,52.28,97.76,1292.15
1974,Japan,Asia,Green,174.4,0.236,17.44,7,10.0,452.76,30.1,43.5,1256.39
1975,Japan,Asia,Historical,247.58,0.481,18.55,7,10.0,462.34,68.2,91.2,1258.17
1975,Japan,Asia,Current (2020-2026),239.38,0.37,14.9,7,10.0,491.16,47.77,92.07,1295.88
1975,Japan,Asia,BAU,302.38,0.756,9.34,9,10.0,427.18,41.98,106.38,1315.24
1975,Japan,Asia,Green,165.51,0.355,19.32,2,10.0,343.95,45.35,62.51,1211.88
1976,Japan,Asia,Historical,239.46,0.487,10.25,9,10.0,503.03,31.96,94.42,1281.6
1976,Japan,Asia,Current (2020-2026),271.41,0.514,6.47,4,10.0,470.81,31.92,81.14,1288.77
1976,Japan,Asia,BAU,298.96,0.629,4.36,16,10.0,451.39,54.68,101.91,1290.27
1976,Japan,Asia,Green,171.43,0.155,16.28,7,10.0,303.05,61.89,57.64,1210.03
1977,Japan,Asia,Historical,259.11,0.618,16.73,10,10.0,406.72,36.89,91.52,1272.48
1977,Japan,Asia,Current (2020-2026),271.51,0.699,18.12,10,10.0,247.89,39.64,95.83,1314.23
1977,Japan,Asia,BAU,300.96,0.553,5.36,11,10.0,334.19,25.58,113.52,1334.65
1977,Japan,Asia,Green,198.15,0.331,15.39,5,10.0,273.18,32.42,66.67,1226.22
1978,Japan,Asia,Historical,242.19,0.529,17.39,9,10.0,465.59,59.94,93.52,1286.62
1978,Japan,Asia,Current (2020-2026),294.0,0.512,13.04,9,10.0,377.92,30.63,103.55,1323.9
1978,Japan,Asia,BAU,305.93,0.676,14.35,11,10.0,292.33,39.71,116.12,1349.19
1978,Japan,Asia,Green,166.78,0.065,13.1,8,10.0,263.26,90.16,62.88,1288.3
1979,Japan,Asia,Historical,258.13,0.718,18.15,8,10.0,307.01,45.82,99.82,1276.24
1979,Japan,Asia,Current (2020-2026),274.97,0.599,11.95,6,10.0,526.07,76.47,108.74,1291.55
1979,Japan,Asia,BAU,319.24,0.902,7.76,10,10.0,378.64,49.2,116.07,1322.93
1979,Japan,Asia,Green,182.02,0.535,15.35,5,10.0,271.6,38.35,65.48,1246.09
1980,Japan,Asia,Historical,241.45,0.462,11.22,7,10.0,489.9,26.11,104.48,1320.73
1980,Japan,Asia,Current (2020-2026),273.86,0.667,11.29,6,10.0,265.89,70.61,99.62,1284.53
1980,Japan,Asia,BAU,310.53,0.777,14.78,10,10.0,497.73,41.0,120.09,1364.76
1980,Japan,Asia,Green,173.56,0.249,22.17,7,10.0,517.48,72.5,71.95,1244.27
1981,Japan,Asia,Historical,280.56,0.621,13.55,10,10.0,547.16,54.55,104.13,1309.55
1981,Japan,Asia,Current (2020-2026),277.03,0.587,11.21,14,10.0,350.79,30.5,111.42,1293.43
1981,Japan,Asia,BAU,290.57,1.056,14.26,11,10.0,479.19,52.86,125.69,1317.97
1981,Japan,Asia,Green,178.11,0.43,19.54,8,10.0,517.25,64.25,74.08,1236.12
1982,Japan,Asia,Historical,270.54,0.499,20.33,11,10.0,538.64,85.22,109.67,1302.14
1982,Japan,Asia,Current (2020-2026),289.09,0.691,9.23,12,10.0,547.65,57.17,107.48,1321.26
1982,Japan,Asia,BAU,322.4,0.781,11.45,9,10.0,355.88,62.5,135.71,1376.16
1982,Japan,Asia,Green,197.44,0.273,22.99,7,10.0,494.12,35.42,67.82,1235.36
1983,Japan,Asia,Historical,255.73,0.711,19.31,8,10.0,542.83,71.54,103.61,1306.83
1983,Japan,Asia,Current (2020-2026),278.31,0.675,19.52,12,10.0,550.81,29.42,123.13,1325.97
1983,Japan,Asia,BAU,297.8,0.624,13.71,9,10.0,428.68,88.74,125.1,1325.26
1983,Japan,Asia,Green,206.3,0.493,15.73,5,10.0,582.97,28.28,78.66,1297.56
1984,Japan,Asia,Historical,304.09,0.769,15.46,11,10.0,261.75,70.75,107.39,1268.72
1984,Japan,Asia,Current (2020-2026),297.64,0.657,14.85,11,10.0,488.43,100.75,117.16,1364.17
1984,Japan,Asia,BAU,327.19,0.996,9.76,16,10.0,386.83,52.37,124.6,1354.13
1984,Japan,Asia,Green,200.83,0.506,21.04,7,16.54,254.1,76.58,74.46,1298.24
1985,Japan,Asia,Historical,255.15,0.772,12.29,7,10.0,488.64,45.58,105.01,1342.82
1985,Japan,Asia,Current (2020-2026),262.14,0.894,11.96,10,12.48,502.04,63.09,121.26,1334.0
1985,Japan,Asia,BAU,298.86,0.937,6.44,14,10.0,451.85,37.67,144.67,1383.91
1985,Japan,Asia,Green,205.95,0.464,18.58,9,10.0,386.77,104.66,84.58,1247.28
1986,Japan,Asia,Historical,263.82,0.601,12.91,10,10.0,299.69,63.7,110.44,1328.54
1986,Japan,Asia,Current (2020-2026),285.09,0.716,16.48,11,10.0,536.86,47.21,127.13,1331.2
1986,Japan,Asia,BAU,302.33,0.889,12.33,10,10.0,385.69,46.1,143.39,1358.06
1986,Japan,Asia,Green,204.21,0.277,21.76,11,10.0,461.21,49.39,78.7,1251.67
1987,Japan,Asia,Historical,278.37,0.888,19.16,10,10.0,448.38,104.31,115.67,1344.36
1987,Japan,Asia,Current (2020-2026),261.39,0.527,9.17,11,10.0,434.51,86.41,124.46,1324.95
1987,Japan,Asia,BAU,354.26,0.816,18.51,14,10.0,557.76,108.2,138.87,1388.27
1987,Japan,Asia,Green,161.28,0.435,26.93,6,10.0,567.99,63.73,84.82,1238.19
1988,Japan,Asia,Historical,245.54,0.612,15.93,11,10.0,517.61,92.42,116.57,1325.42
1988,Japan,Asia,Current (2020-2026),312.26,0.847,13.08,12,10.0,586.28,50.28,130.41,1360.13
1988,Japan,Asia,BAU,325.66,0.988,14.43,11,18.15,499.19,97.6,150.75,1396.18
1988,Japan,Asia,Green,176.01,0.303,18.44,8,10.0,623.11,89.42,88.06,1248.69
1989,Japan,Asia,Historical,268.69,0.883,15.9,14,10.62,365.38,23.45,116.24,1366.28
1989,Japan,Asia,Current (2020-2026),262.91,0.838,13.76,12,10.0,381.39,112.72,135.34,1349.75
1989,Japan,Asia,BAU,340.29,1.022,15.84,18,10.0,479.43,106.92,155.71,1400.43
1989,Japan,Asia,Green,189.87,0.223,21.86,9,10.4,279.98,96.13,87.42,1245.04
1990,Japan,Asia,Historical,265.83,0.642,22.21,9,10.0,270.14,93.67,125.53,1318.17
1990,Japan,Asia,Current (2020-2026),307.9,0.763,15.31,16,10.0,273.02,107.62,129.52,1353.74
1990,Japan,Asia,BAU,321.89,0.999,12.26,16,10.0,646.33,21.25,144.65,1441.6
1990,Japan,Asia,Green,207.7,0.505,25.04,8,10.0,285.17,79.08,89.36,1271.72
1991,Japan,Asia,Historical,269.03,0.923,20.01,13,10.0,607.61,90.81,131.15,1367.07
1991,Japan,Asia,Current (2020-2026),291.52,0.876,15.13,12,13.62,581.03,86.86,139.41,1363.41
1991,Japan,Asia,BAU,341.83,1.22,12.8,15,10.34,277.94,53.43,149.29,1408.83
1991,Japan,Asia,Green,196.32,0.594,24.92,6,17.32,301.01,116.3,86.98,1269.07
1992,Japan,Asia,Historical,295.53,0.88,17.86,11,10.0,323.56,89.89,130.48,1347.2
1992,Japan,Asia,Current (2020-2026),301.93,0.918,17.73,8,10.0,373.38,100.17,138.93,1348.83
1992,Japan,Asia,BAU,352.75,0.892,14.4,14,12.87,367.7,119.04,154.44,1399.35
1992,Japan,Asia,Green,187.83,0.454,25.06,8,19.75,471.35,65.49,92.8,1280.18
1993,Japan,Asia,Historical,266.42,0.731,20.8,13,12.82,379.48,102.61,131.99,1358.27
1993,Japan,Asia,Current (2020-2026),302.68,0.895,21.63,11,10.0,518.98,46.95,138.62,1346.28
1993,Japan,Asia,BAU,344.72,1.082,16.52,17,21.95,270.77,112.37,153.09,1380.74
1993,Japan,Asia,Green,218.72,0.601,20.29,6,16.93,433.48,88.59,93.19,1247.52
1994,Japan,Asia,Historical,292.2,0.86,23.3,12,16.03,550.89,72.65,131.14,1405.86
1994,Japan,Asia,Current (2020-2026),314.56,1.13,17.32,14,14.3,316.92,92.79,137.99,1371.57
1994,Japan,Asia,BAU,370.37,1.203,24.67,17,10.0,598.75,68.89,159.61,1438.66
1994,Japan,Asia,Green,204.88,0.421,20.16,10,12.85,400.26,65.92,98.28,1313.17
1995,Japan,Asia,Historical,294.05,0.831,17.81,13,10.0,462.25,75.58,132.0,1385.08
1995,Japan,Asia,Current (2020-2026),336.12,0.983,17.58,13,10.0,315.63,92.98,138.73,1374.01
1995,Japan,Asia,BAU,340.69,1.025,15.66,16,13.55,440.44,67.13,165.74,1408.88
1995,Japan,Asia,Green,218.66,0.646,27.98,11,22.99,575.04,77.84,97.72,1332.49
1996,Japan,Asia,Historical,289.29,0.857,19.02,13,12.79,288.76,65.96,142.7,1372.08
1996,Japan,Asia,Current (2020-2026),318.78,1.098,13.59,17,15.85,623.96,95.94,151.9,1375.62
1996,Japan,Asia,BAU,394.83,1.037,13.59,17,19.68,679.26,113.75,165.78,1428.8
1996,Japan,Asia,Green,212.54,0.677,26.97,9,16.09,636.62,64.26,96.52,1304.57
1997,Japan,Asia,Historical,332.25,0.843,20.91,14,19.93,425.06,88.25,140.1,1372.71
1997,Japan,Asia,Current (2020-2026),288.52,0.917,17.37,14,10.0,500.85,38.08,149.23,1393.94
1997,Japan,Asia,BAU,356.06,1.041,13.96,17,10.0,429.24,60.24,170.81,1453.15
1997,Japan,Asia,Green,205.26,0.675,26.02,9,25.38,299.28,56.06,104.58,1284.02
1998,Japan,Asia,Historical,288.5,0.976,22.29,16,10.0,285.13,111.06,137.78,1395.77
1998,Japan,Asia,Current (2020-2026),332.7,1.212,18.65,13,10.0,711.69,28.12,155.84,1422.96
1998,Japan,Asia,BAU,361.38,1.129,16.38,21,13.29,418.18,50.93,169.1,1473.28
1998,Japan,Asia,Green,207.78,0.663,17.61,8,22.78,654.14,113.23,94.76,1306.54
